Time, Flow
202.94000000000233,68.5546875
204.3770000000004,68.5546875
205.8729999999996,68.203125
207.33800000000338,68.5546875
208.83699999999953,68.5546875
210.27000000000407,68.203125
211.71199999999953,68.203125
213.19900000000052,68.5546875
214.66700000000128,68.203125
214.66700000000128,68.203125
216.23500000000058,68.203125
216.23500000000058,68.203125
217.8859999999986,68.203125
217.8859999999986,68.203125
219.64600000000064,68.90625
219.64600000000064,68.90625
221.39400000000023,68.5546875
223.24399999999878,68.203125
225.45300000000134,6.328125
227.77700000000186,6.328125
230.10199999999895,6.328125
232.59000000000378,6.328125
233.73099999999977,6.328125
234.84399999999732,6.328125
235.97200000000157,6.328125
237.15099999999802,6.328125
238.3989999999976,6.328125
239.71199999999953,6.328125
241.01499999999942,6.328125
242.34999999999854,6.328125
242.34999999999854,6.328125
243.71800000000076,6.328125
243.71800000000076,6.328125
245.07300000000396,6.328125
245.07300000000396,6.328125
246.4100000000035,6.328125
246.4100000000035,6.328125
247.71800000000076,6.328125
249.15400000000227,6.328125
250.612000000001,6.328125
252.1339999999982,6.328125
253.89300000000367,6.328125
255.92900000000373,6.328125
257.97499999999854,6.328125
260.02500000000146,6.328125
262.08600000000297,5.9765625
264.3040000000037,6.328125
312.26400000000285,9.4921875
312.26400000000285,9.4921875
313.6160000000018,10.1953125
313.6160000000018,10.1953125
314.9080000000031,9.4921875
314.9080000000031,9.4921875
316.2220000000016,9.4921875
316.2220000000016,9.4921875
317.4890000000014,9.4921875
317.4890000000014,9.4921875
318.7700000000041,9.4921875
318.7700000000041,9.4921875
320.0970000000016,9.4921875
320.0970000000016,9.4921875
321.38900000000285,8.0859375
321.38900000000285,8.0859375
322.637999999999,8.4375
322.637999999999,8.4375
323.9290000000037,8.4375
323.9290000000037,8.4375
325.1949999999997,13.0078125
325.1949999999997,13.0078125
326.4519999999975,13.0078125
326.4519999999975,13.0078125
327.7150000000038,13.0078125
327.7150000000038,13.0078125
328.9380000000019,13.0078125
328.9380000000019,13.0078125
330.2019999999975,13.0078125
330.2019999999975,13.0078125
331.4599999999991,12.65625
331.4599999999991,12.65625
332.6880000000019,13.0078125
332.6880000000019,13.0078125
333.9380000000019,13.0078125
333.9380000000019,13.0078125
341.6650000000009,0.0
342.29699999999866,0.0
342.8859999999986,0.0
343.53600000000006,0.0
344.3249999999971,0.0
344.9850000000006,0.0
345.62400000000343,0.703125
346.29099999999744,0.0
346.9650000000038,0.0
347.60399999999936,0.0
348.2850000000035,0.3515625
348.9670000000042,0.0
349.62800000000425,0.0
350.3139999999985,0.0
393.13300000000163,0.0
394.4519999999975,0.0
395.737000000001,0.0
397.1140000000014,14.0625
398.4539999999979,5.625
399.7850000000035,4.921875
400.997000000003,4.921875
402.28600000000006,4.5703125
403.5509999999995,4.5703125
404.8070000000007,4.5703125
406.05799999999726,4.5703125
407.3090000000011,4.5703125
408.5699999999997,4.5703125
409.80600000000413,4.5703125
411.0659999999989,4.5703125
412.32800000000134,4.5703125
413.60599999999977,4.5703125
414.887999999999,4.5703125
414.887999999999,4.5703125
416.1690000000017,4.5703125
416.1690000000017,4.5703125
417.4409999999989,4.5703125
417.4409999999989,4.5703125
418.70100000000093,4.5703125
419.98099999999977,4.5703125
421.26000000000204,4.5703125
422.53199999999924,4.921875
423.8130000000019,4.5703125
425.0920000000042,3.8671875
426.3919999999998,4.5703125
427.6770000000033,4.5703125
428.94200000000274,4.5703125
430.22699999999895,4.5703125
431.52100000000064,4.5703125
432.7980000000025,4.5703125
434.099000000002,4.5703125
435.40200000000186,4.5703125
435.40200000000186,4.5703125
436.6399999999994,4.5703125
436.6399999999994,4.5703125
437.9060000000027,4.921875
437.9060000000027,4.921875
439.18100000000413,4.5703125
439.18100000000413,4.5703125
440.4250000000029,4.5703125
440.4250000000029,4.5703125
441.612000000001,4.5703125
442.74199999999837,4.921875
443.88700000000244,4.5703125
445.0,4.5703125
446.1160000000018,4.5703125
447.3700000000026,4.5703125
448.650999999998,4.5703125
449.9429999999993,4.5703125
451.0630000000019,4.5703125
453.20900000000256,26.3671875
454.2520000000004,26.015625
455.29499999999825,26.015625
455.29499999999825,26.015625
456.34599999999773,26.015625
456.34599999999773,26.015625
457.4230000000025,26.015625
457.4230000000025,26.015625
458.4400000000023,26.015625
458.4400000000023,26.015625
459.5,26.015625
460.5330000000031,26.015625
461.5789999999979,58.359375
462.6200000000026,58.0078125
463.625,58.0078125
464.64100000000326,58.0078125
465.6450000000041,58.0078125
466.71399999999994,58.0078125
467.8000000000029,58.0078125
468.87800000000425,58.0078125
470.0060000000012,58.0078125
471.08600000000297,58.0078125
472.19600000000355,50.625
473.375,30.234375
Time, Proximity
0.0,0.0
0.49799999999959255,0.0
0.9959999999991851,0.0
1.4610000000029686,0.0
1.9769999999989523,0.0
2.4899999999979627,0.0
2.985000000000582,0.0
3.470000000001164,0.0
3.997000000003027,0.0
4.485999999997148,0.0
4.968000000000757,0.0
5.470000000001164,0.0
5.991000000001804,0.0
6.47099999999773,0.0
6.970000000001164,0.0
7.474000000001979,0.0
7.474000000001979,0.0
7.961000000002969,0.0
7.961000000002969,0.0
8.491000000001804,0.0
8.951000000000931,0.0
9.459999999999127,0.0
9.97899999999936,0.0
10.485999999997148,0.0
11.959999999999127,0.0
12.476999999998952,0.0
120.0,0.0
133.38700000000244,0.0
134.52999999999884,0.0
135.612000000001,0.0
136.6949999999997,0.0
137.75100000000384,0.0
138.7850000000035,0.0
139.83499999999913,0.0
140.83800000000338,0.0
141.89100000000326,0.0
142.91300000000047,0.0
142.91300000000047,0.0
143.92199999999866,0.0
143.92199999999866,0.0
144.9250000000029,0.0
145.98999999999796,0.0
147.01000000000204,0.0
148.03399999999965,0.0
149.0370000000039,0.0
150.09000000000378,0.0
151.112000000001,0.0
152.15099999999802,0.0
153.21500000000378,0.0
154.2719999999972,0.0
155.3199999999997,0.0
156.3729999999996,0.0
157.40899999999965,0.0
158.45900000000256,0.0
159.49599999999919,0.0
160.56199999999808,0.0
161.60900000000402,0.0
162.6800000000003,0.0
162.6800000000003,0.0
163.75300000000425,0.0
163.75300000000425,0.0
164.8050000000003,0.0
164.8050000000003,0.0
165.887999999999,0.0
166.93699999999808,0.0
168.03899999999703,0.0
169.10399999999936,0.0
170.22499999999854,0.0
171.3570000000036,0.0
172.59100000000035,0.0
173.84599999999773,0.0
175.16300000000047,0.0
176.52599999999802,0.0
177.85900000000402,0.0
179.17799999999988,0.0
180.4910000000018,0.0
181.8770000000004,0.0
183.3090000000011,0.0
184.70700000000215,0.0
186.10900000000402,0.0
187.4559999999983,0.0
187.4559999999983,0.0
188.83499999999913,0.0
188.83499999999913,0.0
190.25499999999738,0.0
190.25499999999738,0.0
191.6270000000004,0.0
193.02000000000407,0.0
194.38999999999942,0.0
195.81300000000192,0.0
197.18800000000192,0.0
198.59000000000378,0.0
200.00800000000163,0.0
201.4800000000032,0.0
202.94000000000233,0.0
204.3770000000004,0.0
205.8729999999996,0.0
207.33800000000338,0.0
208.83699999999953,0.0
210.27000000000407,0.0
211.71199999999953,0.0
213.19900000000052,0.0
214.66700000000128,0.0
214.66700000000128,0.0
216.23500000000058,0.0
216.23500000000058,0.0
217.8859999999986,0.0
217.8859999999986,0.0
219.64600000000064,0.0
221.39400000000023,0.0
223.24399999999878,0.0
225.45300000000134,0.0
227.77700000000186,0.0
230.10199999999895,0.0
232.59000000000378,0.0
233.73099999999977,0.0
234.84399999999732,0.0
235.97200000000157,0.0
237.15099999999802,0.0
238.40000000000146,0.0
239.71199999999953,0.0
241.01499999999942,0.0
242.34999999999854,0.0
242.34999999999854,0.0
243.71800000000076,0.0
243.71800000000076,0.0
245.07300000000396,0.0
245.07300000000396,0.0
246.4100000000035,0.0
246.4100000000035,0.0
247.71800000000076,0.0
249.15400000000227,0.0
250.612000000001,0.0
252.1339999999982,0.0
253.89300000000367,0.0
255.9300000000003,0.0
257.97499999999854,0.0
260.02500000000146,0.0
262.08600000000297,0.0
264.3040000000037,0.0
312.26400000000285,0.0
312.26400000000285,0.0
313.6160000000018,0.0
313.6160000000018,0.0
314.9080000000031,0.0
314.9080000000031,0.0
316.2220000000016,0.0
316.2220000000016,0.0
317.4890000000014,0.0
317.4890000000014,0.0
318.7700000000041,0.0
318.7700000000041,0.0
320.1359999999986,0.0
320.1359999999986,0.0
321.38900000000285,0.0
321.38900000000285,0.0
322.637999999999,0.0
322.637999999999,0.0
323.9290000000037,0.0
323.9290000000037,0.0
325.1949999999997,0.0
325.1949999999997,0.0
326.4519999999975,0.0
326.4519999999975,0.0
327.7150000000038,0.0
327.7150000000038,0.0
328.9380000000019,0.0
328.9380000000019,0.0
330.2019999999975,0.0
330.2019999999975,0.0
331.4599999999991,0.0
331.4599999999991,0.0
332.6880000000019,0.0
332.6880000000019,0.0
333.9380000000019,0.0
333.9380000000019,0.0
341.6650000000009,0.0
342.29699999999866,0.0
342.8859999999986,0.0
343.53600000000006,0.0
344.32600000000093,0.0
344.9850000000006,0.0
345.62400000000343,0.0
346.29099999999744,0.0
346.9650000000038,0.0
347.60399999999936,0.0
348.2850000000035,0.0
348.9670000000042,0.0
349.62800000000425,0.0
350.3139999999985,0.0
393.13300000000163,0.0
394.4519999999975,0.0
395.737000000001,0.0
397.1140000000014,0.0
398.4539999999979,0.0
399.7850000000035,0.0
400.997000000003,0.0
402.28600000000006,0.0
403.5509999999995,0.0
404.8070000000007,0.0
406.05799999999726,0.0
407.3090000000011,0.0
408.5699999999997,0.0
409.80600000000413,0.0
411.0659999999989,0.0
412.32800000000134,0.0
413.60599999999977,0.0
413.60599999999977,0.0
414.887999999999,0.0
414.887999999999,0.0
416.1690000000017,0.0
416.1690000000017,0.0
417.4409999999989,0.0
418.70100000000093,0.0
419.98099999999977,0.0
421.26000000000204,0.0
422.53199999999924,0.0
423.8130000000019,0.0
425.0920000000042,0.0
426.3919999999998,0.0
427.6770000000033,0.0
428.94200000000274,0.0
430.22699999999895,0.0
431.52100000000064,0.0
432.7980000000025,0.0
434.099000000002,0.0
435.40200000000186,0.0
435.40200000000186,0.0
436.6399999999994,0.0
436.6399999999994,0.0
437.9060000000027,0.0
437.9060000000027,0.0
439.18100000000413,0.0
439.18100000000413,0.0
440.4250000000029,0.0
440.4250000000029,0.0
441.612000000001,0.0
442.74199999999837,0.0
443.88700000000244,0.0
445.0,0.0
446.1160000000018,0.0
447.3700000000026,0.0
448.650999999998,0.0
449.9429999999993,0.0
452.15899999999965,0.0
453.20900000000256,0.0
454.2520000000004,0.0
454.2520000000004,0.0
455.29499999999825,0.0
455.29499999999825,0.0
456.34599999999773,0.0
456.34599999999773,0.0
457.4230000000025,0.0
457.4230000000025,0.0
458.4400000000023,0.0
458.4400000000023,0.0
459.5,0.0
460.5330000000031,0.0
461.5789999999979,0.0
462.6200000000026,0.0
463.625,0.0
464.64100000000326,0.0
465.6450000000041,0.0
466.71399999999994,0.0
467.8000000000029,0.0
468.87800000000425,0.0
470.0060000000012,0.0
471.08600000000297,0.0
472.19600000000355,0.0
473.375,0.0
